episode,loss,nll,kl,consistency
0,40.5992062886556,1.444767051272922,3.0326072110070124,0.008312144885874458
1,34.032947328355576,1.3808540768093533,7.508678171369764,0.00892934798159533
2,25.942104127671982,1.3496503035227458,30.56588300069173,0.01996967579341597
3,14.525559955173069,1.3349446058273315,132.84850311279297,0.04499680735170841
4,7.892533673180474,1.3271837499406602,264.4712168375651,0.03353081260704332
5,5.112839433881971,1.2940862841076322,205.10391743977866,0.010328468814906146
6,3.685190651151869,1.2641464074452717,142.56178114149304,0.0037014042544696066
7,3.111846261554294,1.2522665792041354,123.17365095350478,0.00258745183236897
8,2.7917154100206165,1.2485921780268352,99.85241444905598,0.0020594785067563257
9,2.6240509351094565,1.240666111310323,82.30562676323785,0.0015171271645360524
10,2.5193075603908963,1.226106537712945,81.06370629204645,0.0011355037438786691
11,2.4497569137149386,1.206990083058675,78.21459706624348,0.0008944739303034213
12,2.3783466815948486,1.1743618779712253,74.42322625054254,0.0006953506704626812
13,2.3112439579433866,1.126341289944119,73.79442596435547,0.0006032155555052062
14,2.2489660845862494,1.0811039474275377,73.49961174858942,0.0005076603556517512
15,2.20796971850925,1.0585875113805134,71.38882785373264,0.0004716920925097333
16,2.184532774819268,1.0412957403394911,71.39411248101129,0.0004542877367283735
17,2.158400985929701,1.0267493857277765,71.2352778116862,0.0004136938465914379
18,2.1441267596350775,1.01253260506524,71.77134704589844,0.00036260994642765983
19,2.1233219040764704,0.9974205626381768,70.90503777398004,0.0004154519184440788
20,2.091033935546875,0.9804553720686171,70.35814836290147,0.00031218368288440007
21,2.0755867958068848,0.9572430915302701,71.06699456108942,0.000276885323627438
22,2.038377602895101,0.9343264831437005,70.2642356024848,0.0002690126194566902
23,2.01735085911221,0.9111753371026781,70.52467685275607,0.0002776089774367089
24,1.9929993549982707,0.8822885486814711,71.25163099500868,0.00023493490556979345
25,1.9586434761683147,0.8511143260531955,71.39523315429688,0.00022459144788121598
26,1.9272909429338243,0.817796528339386,71.78782484266493,0.00021719777335723242
27,1.8887681828604803,0.7801008952988518,72.26094394259982,0.00021090402636521807
28,1.8558455970552232,0.7457833025190566,73.1966044108073,0.00018549907609768625
29,1.8217761119206746,0.711932380994161,72.93909539116754,0.00018119066630283164
30,1.793622785144382,0.6778501404656304,73.9437993367513,0.00017716507783107873
31,1.7566933896806505,0.6424925194846259,74.63929918077257,0.00016070248804882995
32,1.7395992676417034,0.6166893641153971,74.83909183078342,0.00016136864077351574
33,1.7044969664679632,0.5856884916623434,74.78282335069444,0.00015638588067506335
34,1.6708829535378351,0.5471781690915426,75.95326063368056,0.00014412544260267168
35,1.6453722185558743,0.5101072258419461,76.90101793077257,0.00013863235330467837
36,1.6324041154649522,0.492289748456743,77.29915449354384,0.00013366161389664435
37,1.6015928851233587,0.46540600061416626,77.0291281806098,0.00013980376469488774
38,1.5699693229463365,0.4342217710283067,77.53177303738065,0.0001391275064735156
39,1.5516239537133112,0.4065885576936934,78.701173570421,0.00014243912624402178
40,1.5278220176696777,0.3783644205994076,79.02279493543837,0.00012324102863203734
41,1.4948413769404094,0.3472985525925954,79.65621778700087,0.00011662520005807487
42,1.4713939693239,0.31644272804260254,79.18989647759332,0.00011323497084150504
43,1.4610992537604437,0.29887247416708207,80.59170701768663,0.00011742897347883425
44,1.4434327019585504,0.27990927961137557,81.70745340983073,0.00011156374886114564
45,1.405007004737854,0.24044693675306109,81.73787858751085,0.00010874459743111704
46,1.3870097928576999,0.22648254533608755,81.0915773179796,0.00010665343385577823
47,1.3692421383327908,0.19853473206361136,81.98460303412543,0.00010647899438885765
48,1.332580804824829,0.16348717775609758,82.53668212890625,9.998724110321038e-05
49,1.323091189066569,0.15166660977734459,82.46299828423395,0.00010196265308574463
50,1.3112240367465549,0.13374069250292248,82.98634931776259,9.869454839240966e-05
51,1.2864500681559246,0.10260309196180767,83.56749471028645,0.00010198494176923607
52,1.271490454673767,0.09168171634276708,84.03286827935113,9.963201995964887e-05
53,1.2505749331580267,0.07093983350528611,83.98557027180989,9.280283605524649e-05
54,1.2540457778506808,0.06111703052495917,84.77247450086806,8.801419688906107e-05
55,1.218301945262485,0.030038565914664004,85.08361223008897,8.797212972745506e-05
56,1.2087722222010295,0.014017227377432087,84.88690524631076,9.218285332382139e-05
57,1.1991135941611395,0.0032077237135834163,85.60033586290147,9.127383964369074e-05
58,1.1764108604855008,-0.023829848919477727,86.4177017211914,9.374634100822732e-05
59,1.1617794301774766,-0.039014448780411236,86.59307183159723,9.12395157178657e-05
60,1.1474500762091742,-0.05445563637961944,86.73737080891927,8.835970705452685e-05
61,1.1254307296541002,-0.07281291143347819,86.76200442843967,8.454911100367705e-05
62,1.1294933954874675,-0.07148190323884289,86.08855862087674,8.037118580735599e-05
63,1.1066110531489055,-0.0982142181860076,86.97893863254123,7.831375437995626e-05
64,1.0898039473427668,-0.11908182584577137,87.90003119574652,7.914524596546673e-05
65,1.0932577318615384,-0.11489150259229872,87.85848151312933,8.001003475833891e-05
66,1.0573425491650899,-0.150393339080943,88.00611792670355,8.197245673121263e-05
67,1.0601750082439847,-0.1503505731622378,87.84077962239583,8.21142772717091e-05
68,1.0474237203598022,-0.16407231158680385,88.15799713134766,8.057392794095601e-05
69,1.046546114815606,-0.17224600083298153,88.62416670057509,7.832002019212168e-05
70,1.029916160636478,-0.1833280490504371,88.5091535780165,8.118175335564754e-05
71,1.04148934284846,-0.1735761264959971,88.31865692138672,8.113837086259284e-05
72,1.0065089795324538,-0.21485278838210636,88.78710683186848,7.52685995798351e-05
73,1.0090937746895685,-0.2135359678003523,89.38842519124348,7.547315100156184e-05
74,0.9980276558134291,-0.2282391438881556,89.82357194688585,7.759450333348165e-05
75,0.9869145684772067,-0.24335747957229614,90.942626953125,8.072495984379202e-05
76,0.9610173039966159,-0.2649070968230565,90.64746941460504,8.006093735780774e-05
77,0.9612169596883986,-0.26646797690126633,89.8367428249783,8.440721770360445e-05
78,0.9392364223798116,-0.28290799094571006,89.71404944525824,7.850393093475659e-05
