episode,loss,nll,kl,consistency
0,40.43044577704536,1.4431114726596408,3.242617713080512,0.008477240128235685
1,33.83520295884874,1.3782239225175645,7.761141724056667,0.008501807331211038
2,25.48573048909505,1.343536337216695,29.966962814331055,0.019123114024599392
3,13.989812427096897,1.3263348076078627,127.45150163438585,0.04584007834394773
4,7.3468284077114525,1.3011534478929307,253.6100819905599,0.03269551539172729
5,4.848442289564344,1.2660538090599909,204.44336446126303,0.015868641953501437
6,3.5913217862447104,1.2460618946287367,144.37403021918402,0.005563288694247603
7,3.0607811080084906,1.2403330008188884,119.85766855875652,0.003385325272878011
8,2.751924673716227,1.233186854256524,95.3405498928494,0.0025290020017160308
9,2.5921906895107694,1.2184079488118489,82.76249016655817,0.0017748753178036874
10,2.4890003734164767,1.1986888911989,81.2025129530165,0.0012781249436860282
11,2.413020054499308,1.1705912748972576,78.27236090766058,0.0009914130528664424
12,2.3293748696645102,1.123338646358914,75.17620171440973,0.0008403035721534656
13,2.2579389678107367,1.073003305329217,73.91530100504558,0.0007070407543020943
14,2.2105060948265924,1.0415587690141466,72.58638170030382,0.0005822659198505183
15,2.178564522001478,1.0199034346474543,72.41764238145616,0.0005193312115605093
16,2.1402141782972546,1.0007953113979764,72.23329671223958,0.00046217958960268233
17,2.1141911612616644,0.9831506278779771,71.26502821180556,0.0004134691100464099
18,2.0791269408331976,0.9591199358304342,70.58061387803819,0.0003656007110192958
19,2.0583224296569824,0.9360897739728292,71.11756727430556,0.000337883917381987
20,2.0189859999550714,0.9034159514639113,71.65670945909288,0.0003141422122199502
21,1.9965223868687947,0.8818170295821296,71.15115865071614,0.0002899931730806
22,1.963279618157281,0.8518489864137437,71.49378034803603,0.0002947127957466162
23,1.9325992928610907,0.8220795260535346,71.82149251302083,0.00028946366445678804
24,1.9121026198069255,0.7980595032374064,71.3886956108941,0.00023305724446092628
25,1.8770809438493516,0.7653574215041267,72.98616621229384,0.0002215997600514028
26,1.8535293340682983,0.7433960239092509,72.40211062961154,0.0002072870023160552
27,1.8236004114151,0.7084363036685519,73.02842288547092,0.0001987929782545608
28,1.799520002471076,0.6849247813224792,73.27416653103299,0.00022410068292325983
29,1.7646103964911566,0.6496632893880209,73.95142279730902,0.0001907245718434246
30,1.7387608024809096,0.6169636050860087,74.28130764431424,0.00018061663690281825
31,1.702958623568217,0.5865240030818515,74.22391001383464,0.00017156270041596144
32,1.6879587305916681,0.5602254536416795,75.18691084120009,0.00016610031242534105
33,1.655965977244907,0.5257760816150241,75.78207227918837,0.0001579173387856119
34,1.634452846315172,0.5005983908971151,76.14327748616536,0.00017641245115858814
35,1.6066775057050917,0.4781883756319682,75.88036855061848,0.00018177331367041916
36,1.5774539841545954,0.4506065116988288,76.23418596055772,0.00016565143919756843
37,1.555273135503133,0.41906416416168213,77.0017352634006,0.00018560261297453608
38,1.5334578487608168,0.4001067777474721,77.18983968098958,0.00017158942258295914
39,1.5297251409954495,0.38774609565734863,77.8584213256836,0.0001857850632707899
40,1.4966048929426405,0.3516075677341885,78.04757775200738,0.00014297093730419874
41,1.4869829946094089,0.33373627728886074,79.44935014512804,0.00012646402481348358
42,1.4619152810838487,0.30802373753653634,79.41422441270616,0.00013345067903477079
43,1.4329204824235704,0.2824156516128116,79.61270141601562,0.0001292612093190352
44,1.420309967464871,0.2639605287048552,79.95524597167969,0.00012792114689040722
45,1.4069234397676256,0.24817312757174173,80.44227091471355,0.00011898441072035994
46,1.3742172055774264,0.2164665245347553,80.47621578640408,0.00013029498950345442
47,1.3566470675998263,0.19391334719128078,80.99088880750868,0.00012279649025812332
48,1.3413095739152696,0.1834076593319575,81.0698996649848,0.00012060800104841797
49,1.3311930497487385,0.16320778595076668,81.4220954047309,0.00011707215000771814
50,1.3256436851289537,0.1567071560356352,82.50542280409071,0.00011406644221602214
51,1.3003466924031575,0.13224203719033134,81.87433454725478,0.0001160952435586498
52,1.2838269869486492,0.11344718519184324,82.11242336697049,0.00012440036031572768
53,1.2766208913591173,0.1018284269505077,82.45080312093098,0.00010650238820946672
54,1.2560300959481134,0.08258253046207958,82.6448991563585,0.00010589633893687278
55,1.23802916208903,0.05841941686554088,83.3421401977539,0.00010438935310553966
56,1.2144505050447252,0.037894291078878775,83.61611768934462,9.811424388317391e-05
57,1.207736889521281,0.02764617134299543,83.37355211046007,0.00010070814217518394
58,1.1976058218214247,0.010173038081524687,84.16992102728949,9.712491090694029e-05
59,1.1885741154352825,-0.000964788513051139,84.8447731865777,9.156791363946265e-05
60,1.168573988808526,-0.025419243494980037,84.84621090359158,9.193761474711614e-05
61,1.1514410177866619,-0.04316908414087569,85.47625732421875,0.00011565027913699548
62,1.1606961223814223,-0.031551581600473985,85.92108154296875,0.00010592147817886952
63,1.1216417418585882,-0.07330708867973751,86.02234988742404,0.00010219906592586388
64,1.1143833928638034,-0.08384090372257763,85.7651613023546,9.520554077526968e-05
65,1.1081344551510282,-0.09299992190466987,86.53017679850261,9.343272783250238e-05
66,1.0992932319641113,-0.1044743379784955,87.13358730740018,9.828452554453786e-05
67,1.098922398355272,-0.10829597297641966,87.2519022623698,9.359121516657372e-05
68,1.0834989150365193,-0.12008379151423772,86.9720942179362,9.239052774824409e-05
69,1.0564854939778645,-0.14545516007476383,86.65843454996745,8.769984156565947e-05
70,1.0329576465818617,-0.16407686803076002,86.73196580674913,8.328916171901963e-05
71,1.0437581804063585,-0.1657067628370391,86.81082746717665,8.171548931083332e-05
72,1.0306775040096707,-0.17476148737801445,87.70692782931857,8.293191543392216e-05
73,1.0213301645384893,-0.18801595105065239,87.77372317843967,8.091431179006274e-05
74,1.0232367780473497,-0.1904515309466256,87.73831600613065,8.188764170174384e-05
75,0.9917360676659478,-0.2156947288248274,87.9813698662652,7.93444972562914e-05
76,0.992539193895128,-0.21678809821605682,88.25439453125,7.853440587900372e-05
77,0.9814241925875345,-0.2320160898897383,88.89497629801433,7.514931308428964e-05
78,0.9831246534983317,-0.2325580914815267,88.59090593126085,7.35636963832399e-05
79,0.983626921971639,-0.2290418479177687,88.47878180609808,7.384443435714477e-05
80,0.97134178214603,-0.24859162006113264,89.0906753540039,7.515735099635397e-05
81,0.9502946270836724,-0.2649042457342148,89.22840542263455,7.46415175348779e-05
82,0.95317628648546,-0.26431474917464787,88.59859297010634,7.393584221265175e-05
83,0.9455457263522677,-0.27114922636085087,88.80295647515192,7.51317177976792e-05
