episode,total_steps,avg_reward,avg_throughput,avg_non_blocked,avg_load_balance,value_loss,action_loss,entropy_loss,lr
1,6000,-0.23921551593232235,37432635.312308915,0.9633232323232322,-0.23979661058563645,4.735189407348633,-7.728390727705421e-05,0.056765498797098794,0
2,12000,-0.23923483489511613,37419802.97427864,0.9642020202020202,-0.23966061909508127,4.673275151570638,-5.5694730511580323e-05,0.05677543687820435,0
3,18000,-0.23817932880539425,37436258.706112675,0.9613501683501684,-0.23859728988007597,4.511309432983398,-5.739416217556936e-05,0.05678433307011922,0
4,24000,-0.2392827565188971,37326417.0459611,0.9605252525252526,-0.23979616137205334,4.636359848022461,-5.0938718025577146e-05,0.05681679614384969,0
5,30000,-0.23745924623776227,37462617.17779716,0.9645286195286196,-0.23790385166590045,4.630222234090169,-4.9426236626307704e-05,0.05683204174041748,0
6,36000,-0.2342303523982414,37541439.932555124,0.963956228956229,-0.23464024523002486,4.514677149454752,-3.984518317641535e-05,0.05686319915453593,0
7,42000,-0.2362731061924452,37503468.2976765,0.9641380471380471,-0.23681985240749134,4.472029968261719,-4.8338966953698064e-05,0.05686836218833923,0
8,48000,-0.2361039686468953,37458664.584302396,0.9616767676767678,-0.23662627911899548,4.515008244832357,-5.464583216621577e-05,0.05688902537027995,0
9,54000,-0.2353124562955755,37556098.88898658,0.9633131313131313,-0.23596833000613263,4.420582117716472,-5.468202203959057e-05,0.056931510289510094,0
10,60000,-0.2334808215284824,37610626.19759462,0.9643602693602692,-0.2341085311681694,4.428768892923991,-5.580012410162756e-05,0.05695058393478394,0
11,66000,-0.23480640543095507,37585965.71847053,0.9631043771043771,-0.2352078902603133,4.517861755371094,-3.479839429076037e-05,0.05696982534726461,0
12,72000,-0.23713230823295664,37485108.67621826,0.9646094276094276,-0.2376692869279168,4.470314844767253,-4.9179106584839856e-05,0.05698609256744385,0
13,78000,-0.2338815027863005,37551225.79977888,0.9644747474747474,-0.23451301506351438,4.30280524190267,-5.235357303054874e-05,0.05700711727142334,0
14,84000,-0.23109817419370665,37660133.19367033,0.9656296296296296,-0.23162756722175346,4.319955469767253,-4.9144459972666254e-05,0.057022028923034665,0
15,90000,-0.23268473096193726,37686213.554630496,0.9656700336700337,-0.23320758457118027,4.310664459228516,-4.9037269775756914e-05,0.05703713345527649,0
16,96000,-0.2315913574260502,37658688.82486403,0.9648181818181819,-0.23204456320425498,4.298673329671224,-4.5300340036268e-05,0.0570612899462382,0
17,102000,-0.23044633387357202,37731940.34947817,0.9675084175084175,-0.2308345518044747,4.20812087504069,-4.480285228980089e-05,0.05707767144838969,0
18,108000,-0.23005039803166205,37714222.29123516,0.9666363636363636,-0.23055919227341706,4.216059549967448,-4.4566819004595954e-05,0.057080695708592734,0
19,114000,-0.2289907032121408,37726704.99609,0.9653636363636364,-0.22942605139727504,4.133557571411133,-5.351963819674192e-05,0.057119098822275796,0
20,120000,-0.22944077037867655,37729931.43714034,0.9638080808080809,-0.23007582313314004,4.1199433161417645,-4.944793867165724e-05,0.05715521772702535,0
21,126000,-0.22967794306485267,37760221.22925586,0.9665555555555556,-0.2301581456524982,4.145076830546061,-5.0281776665258347e-05,0.057181628068288165,0
22,132000,-0.2260151213986908,37785401.01444104,0.9648249158249159,-0.2264912129076611,4.026439058939616,-5.0604260407643174e-05,0.057195621967315674,0
23,138000,-0.22710599794527944,37761590.746017806,0.9658518518518519,-0.2276745846515784,4.030944114685059,-4.599918835492645e-05,0.05720712701479594,0
24,144000,-0.22626471536807843,37825790.18562431,0.9655757575757575,-0.2267305445833296,4.034119232177734,-5.4836522943332966e-05,0.05721800724665324,0
25,150000,-0.22584696796045553,37916579.124323346,0.966148148148148,-0.22649005934235183,3.8993379567464195,-4.251907476107893e-05,0.05722442531585693,0
26,156000,-0.22713437994661945,37792574.20582328,0.9657171717171716,-0.2275055776745972,4.065672978719076,-3.9467176956198575e-05,0.057262045780817665,0
27,162000,-0.22658496854334825,37831250.48791394,0.9647979797979798,-0.2270963961884014,3.955569241841634,-4.056259662441638e-05,0.05729548017183939,0
28,168000,-0.22677337924789004,37848595.66500127,0.9650505050505049,-0.22714958791861165,3.9713944142659505,-4.651344664902505e-05,0.05732184624671936,0
29,174000,-0.22577807253556345,37857871.361020565,0.9665016835016835,-0.226310532520676,3.9218008880615236,-5.3432948795565e-05,0.057339627504348754,0
30,180000,-0.225966869250411,37824372.9647336,0.9674545454545455,-0.22640790777107317,3.8808144938151043,-3.812816912351498e-05,0.05737065076828003,0
31,186000,-0.22613391583459125,37802534.32682785,0.9638080808080809,-0.22662058154382406,3.8090965677897137,-4.054276793474069e-05,0.05740479024251302,0
32,192000,-0.2231038878589077,37951271.8139825,0.9663737373737374,-0.22351176373918033,3.800134381612142,-4.4370174712715504e-05,0.05742360210418701,0
33,198000,-0.22301655181600816,37919054.01362635,0.9669326599326599,-0.2235452337092174,3.774940589904785,-4.631211930912589e-05,0.05744677837689718,0
34,204000,-0.2232445821429263,37902659.904228255,0.9663535353535353,-0.22358591204339381,3.6984498723347983,-3.266551469171949e-05,0.05746157201131185,0
35,210000,-0.22277817134603697,37933451.57162195,0.9671346801346801,-0.22314898406906686,3.7376812311808267,-4.391087604669034e-05,0.05749475868542989,0
36,216000,-0.22224261574129225,37925104.49200629,0.9659696969696969,-0.2227523502762154,3.682727015177409,-4.4144252181088934e-05,0.05751828710238139,0
37,222000,-0.22108963283162492,37960447.3952787,0.9663164983164984,-0.22167923759288796,3.615115872701009,-3.760775696756961e-05,0.05752728343009949,0
38,228000,-0.22048574479648236,37915463.396392,0.9655925925925926,-0.22091988748310026,3.541233408610026,-4.184835354244617e-05,0.057535866022109985,0
39,234000,-0.2203669775067727,37940173.01214852,0.9648989898989899,-0.22085857366902262,3.604181439717611,-4.3318452183143564e-05,0.05754294514656067,0
40,240000,-0.21910802082435601,38036734.7679603,0.9661043771043771,-0.21964918928887706,3.542797706604004,-3.814845726117255e-05,0.05754938125610352,0
