episode,total_steps,avg_reward,avg_throughput,avg_non_blocked,avg_load_balance,value_loss,action_loss,entropy_loss,lr
1,6000,-0.261446643087682,36639517.273061,0.9591077441077441,-0.26186235426151555,5.275423548380534,-7.035180692840489e-05,0.05677194929122925,0
2,12000,-0.26040874894448524,36672303.948613904,0.9589629629629629,-0.26087950562885864,5.2299801534016925,-6.483319668048656e-05,0.05679843020439148,0
3,18000,-0.25940220108915896,36751080.47404417,0.9582693602693603,-0.25982490337614167,5.14615826924642,-4.7092630004679375e-05,0.05681901892026266,0
4,24000,-0.2605536590374095,36657783.585371725,0.9593232323232321,-0.260938003995078,5.107843719482422,-5.481341116584796e-05,0.05684281317392985,0
5,30000,-0.25800765621179594,36737087.22428184,0.961040404040404,-0.2584044128066469,5.071607391357422,-5.480383696294666e-05,0.05684967056910197,0
6,36000,-0.2555222493705489,36841403.22362868,0.9608350168350168,-0.25593208806481854,5.0343087310791015,-4.4690543373159626e-05,0.056875727891921996,0
7,42000,-0.25752090884657436,36780465.73034707,0.9614343434343434,-0.2580529541134436,4.920273366292318,-4.299385826910414e-05,0.0568980618317922,0
8,48000,-0.2560346613189287,36827602.180285536,0.9588451178451178,-0.256494853367261,4.915998387654622,-4.8297693654528e-05,0.0569132711092631,0
9,54000,-0.2573326353929032,36848722.18537862,0.9606936026936028,-0.2577647123532918,4.859418782552083,-5.401526674343889e-05,0.056930838505427045,0
10,60000,-0.25448537014300904,36851544.833108366,0.9603367003367003,-0.2549764180195064,4.913952377319336,-5.864279406841888e-05,0.05692134737968445,0
11,66000,-0.25362849736006776,36943686.60486026,0.9631447811447811,-0.2541262460454258,4.830910064697266,-4.496634114047993e-05,0.056932901859283444,0
12,72000,-0.25624448371435227,36888902.07263928,0.9634949494949495,-0.2566559987128283,4.8976159718831385,-4.878508991028714e-05,0.0569573913415273,0
13,78000,-0.25403555987580473,36883597.99204003,0.9604545454545456,-0.2546733089763221,4.7361349080403645,-4.9773655889803575e-05,0.056984042167663576,0
14,84000,-0.252472148106291,36929684.85158622,0.9629831649831652,-0.25290289039698405,4.817184173583985,-4.861440932783504e-05,0.05701087776819865,0
15,90000,-0.2531112713550177,37034904.43184949,0.9643400673400674,-0.253600367279274,4.728473103841146,-4.660941430415733e-05,0.057034648974736535,0
